Quận,Loại,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet
Tây Hồ,Căn hộ chung cư,70.0,3.05,2,1
Nam Từ Liêm,Căn hộ chung cư,60.0,4.2,2,2
Thanh Trì,Căn hộ chung cư,39.0,1.2,1,1
Bắc Từ Liêm,Nhà riêng,30.0,7.35,3,3
Ba Đình,Nhà riêng,71.0,21.5,8,8
Hoàng Mai,Căn hộ chung cư,60.0,2.65,2,2
Ba Đình,Nhà riêng,99.0,30.0,15,15
Cầu Giấy,Nhà riêng,65.0,19.0,6,6
Nam Từ Liêm,Căn hộ chung cư,104.0,7.07,3,1
Hoàng Mai,Căn hộ chung cư,60.0,2.65,2,2
Hà Đông,Nhà mặt phố,60.0,12.9,6,5
Cầu Giấy,Nhà mặt phố,78.0,27.0,3,2
Đống Đa,Căn hộ chung cư,146.0,7.5,3,2
Cầu Giấy,Nhà riêng,146.0,24.0,33,33
Hà Đông,Nhà mặt phố,60.0,14.8,4,5
Bắc Từ Liêm,Nhà riêng,15.0,1.2,1,1
Gia Lâm,Căn hộ chung cư,80.0,2.85,3,2
Thanh Xuân,Căn hộ chung cư,148.0,7.65,3,2
Bắc Từ Liêm,Căn hộ chung cư,85.0,5.95,2,2
Thanh Xuân,Căn hộ chung cư,84.0,4.1,2,2
Thanh Xuân,Căn hộ chung cư,95.0,6.0,3,2
Hoàng Mai,Nhà riêng,36.0,4.35,4,3
Thanh Xuân,Căn hộ chung cư,126.0,7.4,3,2
Cầu Giấy,Nhà riêng,80.0,23.0,5,5
Ba Đình,Nhà riêng,63.0,10.5,1,1
Thanh Xuân,Căn hộ chung cư,54.0,1.98,2,2
Long Biên,Nhà mặt phố,74.0,14.8,3,3
Tây Hồ,Căn hộ chung cư,70.0,4.9,2,2
Tây Hồ,Căn hộ chung cư,168.0,12.5,2,2
Cầu Giấy,Căn hộ chung cư,75.0,4.7,2,2
Ba Đình,Nhà riêng,33.0,5.75,3,4
Cầu Giấy,Căn hộ chung cư,125.0,8.2,3,2
Đống Đa,Căn hộ chung cư,187.0,13.5,4,3
Ba Đình,Căn hộ chung cư,35.0,3.4,1,1
Gia Lâm,Căn hộ chung cư,60.0,2.06,2,1
Cầu Giấy,Căn hộ chung cư,100.0,5.7,2,2
Hà Đông,Căn hộ chung cư,96.0,4.05,3,3
Ba Đình,Nhà riêng,52.0,15.2,6,4
Long Biên,Căn hộ chung cư,65.0,2.8,2,2
Long Biên,Căn hộ chung cư,72.0,3.24,2,2
Bắc Từ Liêm,Căn hộ chung cư,83.0,5.6,3,2
Hà Đông,Căn hộ chung cư,59.0,2.4,2,2
Cầu Giấy,Căn hộ chung cư,138.0,7.0,3,2
Đống Đa,Nhà mặt phố,62.0,12.0,2,2
Cầu Giấy,Căn hộ chung cư,125.0,8.5,4,2
Cầu Giấy,Căn hộ chung cư,70.0,2.65,2,1
Nam Từ Liêm,Căn hộ chung cư,32.0,1.7,1,1
Nam Từ Liêm,Căn hộ chung cư,116.0,4.9,3,2
Thanh Trì,Căn hộ chung cư,45.0,1.57,1,1
Hà Đông,Căn hộ chung cư,70.0,2.49,2,2
Hoàng Mai,Nhà mặt phố,86.0,23.0,5,4
Hà Đông,Căn hộ chung cư,56.0,1.85,1,1
Cầu Giấy,Nhà riêng,110.0,29.8,6,4
Hà Đông,Căn hộ chung cư,63.0,2.35,2,2
Long Biên,Căn hộ chung cư,91.0,4.2,3,2
Thanh Xuân,Căn hộ chung cư,95.0,5.0,3,2
Đông Anh,Nhà riêng,75.0,9.0,4,3
Hà Đông,Căn hộ chung cư,75.0,1.88,2,2
Thanh Xuân,Căn hộ chung cư,72.0,4.5,2,2
Hà Đông,Căn hộ chung cư,127.0,4.2,3,2
Hà Đông,Căn hộ chung cư,103.0,3.05,3,2
Thanh Xuân,Căn hộ chung cư,128.0,6.5,3,2
Bắc Từ Liêm,Căn hộ chung cư,134.0,6.2,3,2
Cầu Giấy,Căn hộ chung cư,129.0,7.0,3,2
Hà Đông,Căn hộ chung cư,64.0,2.09,2,2
Ba Đình,Nhà riêng,60.0,13.3,11,12
Long Biên,Nhà riêng,70.0,11.0,5,4
Ba Đình,Nhà mặt phố,81.0,26.0,4,4
Gia Lâm,Căn hộ chung cư,70.0,2.45,2,2
Hà Đông,Nhà riêng,35.0,2.45,4,4
Hoàng Mai,Căn hộ chung cư,45.0,1.65,1,1
Hà Đông,Căn hộ chung cư,151.0,4.23,4,3
Long Biên,Nhà riêng,60.0,10.8,5,5
Hà Đông,Nhà mặt phố,50.0,17.78,6,6
Hà Đông,Căn hộ chung cư,67.0,2.62,2,2
Cầu Giấy,Căn hộ chung cư,116.0,5.6,3,2
Cầu Giấy,Nhà riêng,56.0,16.5,6,4
Ba Đình,Nhà riêng,43.0,8.0,4,3
Cầu Giấy,Nhà mặt phố,31.0,17.8,4,4
Cầu Giấy,Căn hộ chung cư,90.0,4.5,3,2
Nam Từ Liêm,Căn hộ chung cư,106.0,4.6,3,2
Cầu Giấy,Nhà riêng,54.0,22.8,8,7
Hà Đông,Căn hộ chung cư,71.0,2.65,2,2
Hà Đông,Căn hộ chung cư,107.0,3.85,3,2
Hà Đông,Căn hộ chung cư,150.0,4.28,4,2
Cầu Giấy,Căn hộ chung cư,102.0,5.0,3,2
Nam Từ Liêm,Nhà riêng,37.0,3.3,3,2
Cầu Giấy,Căn hộ chung cư,120.0,6.0,3,2
Cầu Giấy,Căn hộ chung cư,61.0,3.15,2,1
Thanh Trì,Căn hộ chung cư,95.0,4.2,3,2
Long Biên,Nhà mặt phố,32.0,12.4,3,5
Cầu Giấy,Nhà riêng,65.0,22.0,6,6
Cầu Giấy,Căn hộ chung cư,90.0,4.2,2,2
Cầu Giấy,Căn hộ chung cư,148.0,12.28,4,2
Hà Đông,Căn hộ chung cư,117.0,4.09,3,2
Cầu Giấy,Căn hộ chung cư,60.0,3.0,2,1
Nam Từ Liêm,Căn hộ chung cư,76.0,4.8,2,2
Hà Đông,Căn hộ chung cư,107.0,4.5,3,2
Cầu Giấy,Căn hộ chung cư,125.0,6.3,3,2
Thanh Xuân,Nhà riêng,57.0,17.5,5,3
Gia Lâm,Căn hộ chung cư,50.0,2.17,1,1
Tây Hồ,Nhà riêng,60.0,11.5,12,12
Hà Đông,Căn hộ chung cư,62.0,2.55,2,1
Cầu Giấy,Căn hộ chung cư,71.0,4.2,2,2
Cầu Giấy,Căn hộ chung cư,123.0,7.63,3,2
Cầu Giấy,Căn hộ chung cư,70.0,4.4,2,2
Hà Đông,Căn hộ chung cư,57.0,2.3,2,2
Đống Đa,Nhà riêng,66.0,21.0,4,4
Thanh Xuân,Nhà mặt phố,31.0,10.2,2,3
Nam Từ Liêm,Căn hộ chung cư,126.0,7.1,3,2
Tây Hồ,Căn hộ chung cư,113.0,13.5,3,2
Gia Lâm,Căn hộ chung cư,76.0,3.85,3,2
Hà Đông,Căn hộ chung cư,117.0,4.3,3,2
Thanh Trì,Căn hộ chung cư,67.0,3.3,2,2
Thanh Xuân,Nhà mặt phố,77.0,14.3,2,2
Nam Từ Liêm,Căn hộ chung cư,67.0,3.9,2,2
Long Biên,Nhà mặt phố,39.0,11.49,3,3
Đông Anh,Nhà riêng,76.0,6.0,1,1
Long Biên,Căn hộ chung cư,73.0,3.3,2,2
Tây Hồ,Nhà riêng,40.0,7.9,2,4
Ba Đình,Nhà riêng,25.0,6.5,3,4
Bắc Từ Liêm,Căn hộ chung cư,171.0,12.2,4,3
Bắc Từ Liêm,Nhà riêng,100.0,20.3,17,17
Cầu Giấy,Căn hộ chung cư,35.0,2.65,2,1
Đống Đa,Nhà riêng,60.0,20.0,7,7
Hà Đông,Nhà riêng,52.0,10.5,4,4
Thanh Xuân,Nhà mặt phố,71.0,14.0,5,4
Cầu Giấy,Nhà riêng,190.0,32.0,4,4
Tây Hồ,Nhà riêng,200.0,66.0,6,6
Hà Đông,Nhà riêng,40.0,4.65,4,4
Cầu Giấy,Nhà riêng,130.0,56.0,20,20
Thanh Xuân,Nhà riêng,45.0,10.0,4,4
Đống Đa,Nhà riêng,75.0,19.0,4,4
Đống Đa,Nhà riêng,40.0,11.5,4,4
Cầu Giấy,Căn hộ chung cư,76.0,4.0,2,2
Hoài Đức,Căn hộ chung cư,142.0,6.5,4,3
Cầu Giấy,Nhà riêng,110.0,22.9,23,23
Ba Đình,Nhà riêng,28.0,5.65,4,4
Tây Hồ,Nhà riêng,50.0,7.5,5,4
Ba Đình,Nhà riêng,80.0,13.2,5,5
Long Biên,Căn hộ chung cư,73.0,3.3,2,2
Nam Từ Liêm,Nhà riêng,35.0,4.4,3,4
Thanh Xuân,Căn hộ chung cư,121.0,7.18,4,2
Thanh Xuân,Nhà mặt phố,70.0,51.0,9,9
Đống Đa,Nhà mặt phố,110.0,73.0,8,8
Long Biên,Nhà riêng,120.0,21.0,8,8
Cầu Giấy,Nhà riêng,57.0,12.9,4,4
Hà Đông,Nhà riêng,35.0,2.05,3,3
Hà Đông,Nhà mặt phố,40.0,8.5,4,4
Thanh Xuân,Nhà riêng,48.0,8.5,5,4
Long Biên,Căn hộ chung cư,120.0,6.69,3,2
Hoài Đức,Căn hộ chung cư,66.0,3.5,2,2
Bắc Từ Liêm,Nhà riêng,30.0,4.35,3,4
Thanh Trì,Nhà riêng,40.0,3.8,4,3
Hoài Đức,Căn hộ chung cư,132.0,5.9,4,3
Cầu Giấy,Căn hộ chung cư,102.0,5.3,3,2
Cầu Giấy,Nhà riêng,50.0,12.3,5,4
Ba Đình,Nhà riêng,18.0,4.1,2,3
Hoài Đức,Nhà riêng,33.0,2.65,3,3
Hoàng Mai,Nhà riêng,40.0,12.6,1,1
Cầu Giấy,Nhà riêng,40.0,6.8,5,5
Hà Đông,Nhà riêng,34.0,3.55,3,4
Đống Đa,Nhà riêng,60.0,24.0,4,6
Hoài Đức,Nhà riêng,42.0,2.9,4,3
Thanh Xuân,Căn hộ chung cư,83.0,5.18,3,2
Đống Đa,Căn hộ chung cư,80.0,3.8,3,2
Hoài Đức,Nhà riêng,42.0,2.85,5,3
Hoàng Mai,Căn hộ chung cư,45.0,2.35,1,1
Đống Đa,Nhà riêng,30.0,4.49,2,3
Long Biên,Nhà riêng,46.0,8.1,3,4
Tây Hồ,Nhà riêng,95.0,11.5,4,3
Thanh Xuân,Căn hộ chung cư,142.0,8.6,3,3
Thanh Trì,Nhà riêng,40.0,2.85,4,3
Thanh Xuân,Nhà riêng,42.0,7.55,3,4
Hà Đông,Nhà riêng,31.0,5.0,3,4
Bắc Từ Liêm,Căn hộ chung cư,96.0,6.5,3,2
Tây Hồ,Nhà riêng,59.0,10.3,17,17
Cầu Giấy,Nhà riêng,48.0,8.45,9,9
Đống Đa,Nhà riêng,95.0,15.5,6,6
Long Biên,Căn hộ chung cư,66.0,2.9,2,2
Hà Đông,Nhà riêng,38.0,2.2,4,3
Hà Đông,Nhà riêng,50.0,9.6,5,4
Hoàng Mai,Nhà riêng,70.0,10.5,4,4
Cầu Giấy,Nhà riêng,80.0,12.58,4,4
Thanh Xuân,Nhà riêng,33.0,6.1,3,4
Quốc Oai,Nhà riêng,95.0,2.7,4,3
Hà Đông,Nhà riêng,35.0,1.95,3,3
Quốc Oai,Nhà riêng,48.0,1.75,4,3
Nam Từ Liêm,Căn hộ chung cư,91.0,5.5,3,2
Cầu Giấy,Nhà riêng,79.0,17.4,20,20
Cầu Giấy,Nhà riêng,255.0,21.5,6,5
Long Biên,Căn hộ chung cư,95.0,4.1,2,2
Quốc Oai,Nhà riêng,55.0,1.75,4,3
Bắc Từ Liêm,Nhà riêng,80.0,12.5,15,15
Ba Đình,Nhà riêng,38.0,6.25,3,4
Tây Hồ,Nhà riêng,33.0,4.2,3,3
Long Biên,Nhà riêng,45.0,4.55,3,3
Cầu Giấy,Căn hộ chung cư,151.0,8.28,3,3
Hà Đông,Nhà riêng,35.0,3.35,4,4
Cầu Giấy,Nhà riêng,78.0,12.5,4,4
Cầu Giấy,Nhà riêng,80.0,16.5,20,20
Cầu Giấy,Nhà riêng,35.0,11.2,4,3
Bắc Từ Liêm,Nhà riêng,130.0,15.5,26,26
Hoàng Mai,Căn hộ chung cư,81.0,4.2,2,2
Tây Hồ,Nhà riêng,65.0,9.0,4,4
Hà Đông,Nhà riêng,30.0,3.65,4,3
Nam Từ Liêm,Căn hộ chung cư,87.0,6.5,2,2
Thanh Xuân,Căn hộ chung cư,160.0,12.1,4,3
Hà Đông,Nhà riêng,44.0,5.9,3,3
Cầu Giấy,Nhà riêng,82.0,18.65,6,6
Hoài Đức,Căn hộ chung cư,70.0,2.0,2,2
Tây Hồ,Nhà mặt phố,160.0,27.0,4,4
Đống Đa,Nhà riêng,45.0,13.6,6,6
Long Biên,Căn hộ chung cư,65.0,2.9,2,2
Hà Đông,Nhà riêng,31.0,3.45,4,4
Đống Đa,Nhà riêng,62.0,10.8,5,5
Hoàng Mai,Nhà riêng,50.0,8.9,9,9
Long Biên,Nhà riêng,50.0,11.0,3,4
Ba Đình,Nhà riêng,79.0,13.0,5,5
Long Biên,Nhà riêng,31.0,4.1,3,3
Tây Hồ,Nhà riêng,65.0,9.0,4,4
Đống Đa,Nhà riêng,32.0,7.55,3,5
Nam Từ Liêm,Căn hộ chung cư,204.0,7.3,3,2
Long Biên,Nhà riêng,50.0,3.68,3,3
Cầu Giấy,Căn hộ chung cư,100.0,5.7,2,2
Tây Hồ,Căn hộ chung cư,147.0,18.0,4,4
Cầu Giấy,Nhà riêng,65.0,22.7,8,7
Hoàng Mai,Nhà mặt phố,48.0,14.5,8,8
Cầu Giấy,Căn hộ chung cư,117.0,8.31,3,2
Nam Từ Liêm,Căn hộ chung cư,94.0,5.0,2,2
Hà Đông,Nhà riêng,31.0,3.5,3,3
Đống Đa,Căn hộ chung cư,113.0,8.5,2,2
Nam Từ Liêm,Căn hộ chung cư,66.0,4.7,2,2
Bắc Từ Liêm,Căn hộ chung cư,100.0,3.5,3,2
Hà Đông,Căn hộ chung cư,60.0,2.08,2,1
Cầu Giấy,Căn hộ chung cư,102.0,5.3,2,2
Thanh Xuân,Nhà riêng,125.0,13.5,4,2
Thanh Xuân,Nhà riêng,42.0,7.55,4,4
Hoàng Mai,Căn hộ chung cư,72.0,4.28,2,2
Hoàng Mai,Nhà riêng,35.0,4.39,3,3
Hoàng Mai,Nhà mặt phố,55.0,8.5,10,6
Tây Hồ,Nhà riêng,100.0,21.5,6,6
Đống Đa,Nhà riêng,82.0,23.0,6,4
Tây Hồ,Nhà riêng,36.0,3.7,3,3
Đống Đa,Nhà mặt phố,120.0,38.0,3,3
Cầu Giấy,Nhà riêng,50.0,12.3,4,4
Hà Đông,Nhà mặt phố,91.0,14.0,8,5
Ba Đình,Nhà mặt phố,54.0,18.0,6,5
Long Biên,Nhà mặt phố,41.0,11.5,3,3
Hai Bà Trưng,Nhà riêng,45.0,7.2,3,4
Cầu Giấy,Căn hộ chung cư,46.0,2.05,1,1
Thanh Xuân,Nhà riêng,70.0,15.9,4,4
Ba Đình,Nhà mặt phố,76.0,24.0,5,5
Hà Đông,Căn hộ chung cư,90.0,5.1,3,3
Đống Đa,Nhà riêng,40.0,15.0,5,5
Hai Bà Trưng,Nhà riêng,42.0,8.9,4,3
Cầu Giấy,Nhà mặt phố,56.0,17.5,5,5
Hà Đông,Nhà riêng,88.0,7.5,2,2
Hoài Đức,Nhà riêng,31.0,3.5,3,3
Hà Đông,Nhà mặt phố,60.0,14.5,4,4
Hà Đông,Nhà mặt phố,35.0,11.3,8,8
Thanh Trì,Căn hộ chung cư,47.0,1.45,1,1
Thanh Xuân,Nhà mặt phố,61.0,16.5,4,4
Hà Đông,Nhà riêng,37.0,7.35,4,4
Hà Đông,Nhà riêng,55.0,12.8,4,4
Hà Đông,Căn hộ chung cư,105.0,4.2,3,2
Long Biên,Nhà riêng,34.0,4.4,3,4
Thanh Xuân,Căn hộ chung cư,35.0,750.0,1,1
Thanh Xuân,Nhà mặt phố,120.0,24.0,8,10
Tây Hồ,Nhà riêng,30.0,4.3,3,2
Hà Đông,Nhà mặt phố,52.0,14.0,6,5
Thanh Trì,Căn hộ chung cư,47.0,1.45,1,1
Thanh Xuân,Nhà mặt phố,80.0,33.0,4,3
Ba Đình,Nhà mặt phố,50.0,29.5,6,6
Hà Đông,Nhà mặt phố,55.0,9.3,4,4
Hoàng Mai,Nhà riêng,48.0,3.6,2,3
Ba Đình,Nhà mặt phố,65.0,26.0,8,8
Bắc Từ Liêm,Căn hộ chung cư,72.0,3.5,2,2
Hai Bà Trưng,Nhà mặt phố,86.0,52.0,4,3
Hà Đông,Nhà riêng,52.0,10.0,1,1
Hoàng Mai,Nhà riêng,45.0,13.5,4,6
Long Biên,Nhà riêng,40.0,3.83,4,3
Hà Đông,Nhà mặt phố,200.0,37.0,4,4
Cầu Giấy,Nhà riêng,61.0,11.0,3,4
Nam Từ Liêm,Căn hộ chung cư,97.0,6.28,3,2
Tây Hồ,Căn hộ chung cư,99.0,5.55,3,2
Cầu Giấy,Nhà riêng,46.0,12.59,5,5
Hà Đông,Nhà mặt phố,55.0,12.5,4,5
Cầu Giấy,Nhà mặt phố,30.0,10.9,3,5
Hà Đông,Nhà mặt phố,200.0,51.9,6,5
Hà Đông,Nhà riêng,42.0,8.5,4,4
Đống Đa,Nhà riêng,125.0,20.0,30,30
Hoàng Mai,Nhà riêng,38.0,5.5,3,3
Thanh Xuân,Nhà mặt phố,122.0,46.0,10,10
Đống Đa,Nhà mặt phố,35.0,16.3,5,3
Long Biên,Căn hộ chung cư,126.0,3.05,3,2
Hà Đông,Nhà mặt phố,60.0,16.0,4,4
Tây Hồ,Nhà mặt phố,45.0,10.3,4,4
Hà Đông,Nhà riêng,35.0,2.15,4,4
Hoàng Mai,Căn hộ chung cư,60.0,2.55,2,2
Nam Từ Liêm,Căn hộ chung cư,70.0,2.2,3,2
Hai Bà Trưng,Nhà riêng,50.0,5.7,3,4
Hoài Đức,Nhà riêng,31.0,2.25,4,3
Cầu Giấy,Nhà mặt phố,40.0,23.0,8,9
Ba Đình,Căn hộ chung cư,90.0,3.05,3,2
Hoàng Mai,Nhà riêng,115.0,17.0,28,28
Long Biên,Nhà riêng,33.0,4.5,3,4
Đống Đa,Nhà riêng,44.0,4.5,4,3
Tây Hồ,Nhà riêng,78.0,14.5,5,5
Thanh Trì,Nhà riêng,43.0,3.8,3,3
Hai Bà Trưng,Nhà riêng,40.0,7.1,4,4
Đống Đa,Nhà riêng,48.0,15.4,4,4
Hai Bà Trưng,Nhà riêng,40.0,7.0,5,4
Đống Đa,Căn hộ chung cư,48.0,1.45,2,1
Thanh Trì,Căn hộ chung cư,42.0,1.19,1,1
Thanh Xuân,Nhà mặt phố,78.0,14.0,4,4
Hai Bà Trưng,Nhà mặt phố,98.0,64.5,22,23
Cầu Giấy,Căn hộ chung cư,156.0,7.6,3,2
Thanh Xuân,Căn hộ chung cư,134.0,9.5,2,3
Hoàng Mai,Căn hộ chung cư,110.0,3.35,3,2
Hoài Đức,Căn hộ chung cư,89.0,3.85,3,2
Bắc Từ Liêm,Căn hộ chung cư,83.0,5.2,3,2
Hoàng Mai,Căn hộ chung cư,65.0,3.6,2,2
Thanh Trì,Nhà riêng,30.0,4.3,5,4
Nam Từ Liêm,Căn hộ chung cư,61.0,3.4,2,2
Nam Từ Liêm,Căn hộ chung cư,118.0,5.31,3,2
Hà Đông,Căn hộ chung cư,46.0,1.75,2,1
Ba Đình,Nhà mặt phố,30.0,7.99,3,3
Cầu Giấy,Căn hộ chung cư,90.0,2.85,3,1
Hà Đông,Nhà riêng,30.0,3.35,3,3
Thanh Trì,Nhà riêng,40.0,1.85,2,1
Thanh Trì,Nhà riêng,59.0,4.2,4,5
Hà Đông,Nhà riêng,38.0,4.45,6,5
Hoàng Mai,Nhà riêng,57.0,2.6,2,1
Hà Đông,Nhà riêng,38.0,4.45,4,4
Hai Bà Trưng,Căn hộ chung cư,65.0,3.8,2,1
Hà Đông,Căn hộ chung cư,214.0,5.78,3,3
Thanh Xuân,Nhà riêng,100.0,33.0,4,3
Ba Đình,Nhà mặt phố,63.0,27.0,4,4
Hoàng Mai,Nhà riêng,26.0,2.65,3,3
Đống Đa,Nhà riêng,40.0,5.75,4,4
Thanh Xuân,Nhà mặt phố,50.0,32.0,4,5
Thanh Xuân,Nhà mặt phố,86.0,19.0,5,5
Thanh Xuân,Nhà mặt phố,85.0,33.0,5,6
Đống Đa,Nhà riêng,70.0,18.3,4,5
Long Biên,Nhà riêng,440.0,55.0,5,4
Hoàng Mai,Nhà mặt phố,56.0,17.5,6,5
Tây Hồ,Nhà mặt phố,90.0,49.0,5,5
Hoàng Mai,Nhà riêng,30.0,3.6,5,5
Ba Đình,Nhà riêng,48.0,5.25,3,2
Hoàn Kiếm,Nhà mặt phố,79.0,40.5,5,4
Hoàng Mai,Nhà riêng,36.0,4.7,3,3
Hoàng Mai,Nhà riêng,30.0,3.92,3,3
Long Biên,Nhà riêng,55.0,13.5,4,5
Thanh Xuân,Căn hộ chung cư,58.0,1.94,2,1
Cầu Giấy,Căn hộ chung cư,64.0,3.8,2,2
Ba Đình,Nhà riêng,52.0,6.0,4,4
Nam Từ Liêm,Căn hộ chung cư,85.0,4.0,2,2
Cầu Giấy,Nhà riêng,255.0,21.5,4,4
Cầu Giấy,Nhà mặt phố,54.0,17.5,6,6
Long Biên,Nhà mặt phố,60.0,15.0,3,4
Nam Từ Liêm,Căn hộ chung cư,67.0,3.5,2,2
Hai Bà Trưng,Nhà riêng,44.0,5.65,4,5
Đống Đa,Căn hộ chung cư,90.0,2.6,4,2
Đống Đa,Nhà riêng,63.0,23.0,6,7
Hoàng Mai,Căn hộ chung cư,35.0,1.98,1,1
Hai Bà Trưng,Nhà riêng,52.0,4.6,5,3
Hai Bà Trưng,Căn hộ chung cư,50.0,2.39,2,1
Hoàng Mai,Nhà riêng,60.0,7.3,1,1
Thanh Xuân,Nhà riêng,55.0,9.2,5,4
Long Biên,Nhà riêng,48.0,14.1,4,5
Hoàng Mai,Nhà mặt phố,50.0,7.1,4,4
Cầu Giấy,Nhà riêng,51.0,17.3,4,4
Hoài Đức,Căn hộ chung cư,78.0,1.75,2,2
Hai Bà Trưng,Căn hộ chung cư,80.0,4.45,2,2
Hoàng Mai,Nhà riêng,72.0,18.5,4,4
Long Biên,Nhà riêng,53.0,5.0,4,4
Long Biên,Nhà mặt phố,60.0,12.0,8,8
Nam Từ Liêm,Nhà mặt phố,178.0,38.0,1,1
Hoàng Mai,Nhà mặt phố,40.0,9.8,1,1
Nam Từ Liêm,Nhà riêng,66.0,7.95,5,4
Hoàng Mai,Nhà riêng,73.0,20.0,5,6
Hà Đông,Căn hộ chung cư,50.0,1.07,1,1
Hoàn Kiếm,Nhà riêng,75.0,11.5,4,4
Hai Bà Trưng,Căn hộ chung cư,143.0,14.3,3,3
Hà Đông,Nhà riêng,35.0,3.2,4,3
Cầu Giấy,Căn hộ chung cư,120.0,6.1,3,2
Đống Đa,Nhà riêng,36.0,4.85,4,3
Hà Đông,Nhà riêng,32.0,2.15,3,3
Đống Đa,Nhà mặt phố,77.0,20.0,2,2
Bắc Từ Liêm,Nhà riêng,30.0,3.95,3,4
Hoàn Kiếm,Nhà mặt phố,68.0,23.5,4,4
Thanh Xuân,Nhà mặt phố,50.0,24.0,9,6
Hoài Đức,Căn hộ chung cư,92.0,2.05,3,2
Đống Đa,Nhà riêng,41.0,9.5,4,4
Thanh Xuân,Nhà mặt phố,79.0,40.0,8,8
Đông Anh,Căn hộ chung cư,68.0,2.9,2,2
Cầu Giấy,Nhà riêng,120.0,45.0,9,9
Cầu Giấy,Nhà riêng,42.0,10.8,7,5
Long Biên,Căn hộ chung cư,97.0,5.4,3,3
Đống Đa,Căn hộ chung cư,90.0,2.7,4,2
Thanh Xuân,Nhà mặt phố,205.0,88.0,10,10
Long Biên,Nhà riêng,54.0,9.3,4,4
Nam Từ Liêm,Nhà riêng,43.0,9.29,8,8
Long Biên,Nhà mặt phố,75.0,25.0,3,3
Hai Bà Trưng,Căn hộ chung cư,73.0,4.9,2,2
Hà Đông,Nhà riêng,45.0,7.0,4,3
Long Biên,Căn hộ chung cư,80.0,2.5,2,2
Hà Đông,Căn hộ chung cư,80.0,2.69,2,2
Hoàn Kiếm,Nhà riêng,25.0,2.5,3,2
Long Biên,Nhà mặt phố,167.0,31.5,3,3
Hoàng Mai,Căn hộ chung cư,75.0,3.45,2,2
Hai Bà Trưng,Nhà mặt phố,77.0,22.5,3,3
Tây Hồ,Nhà riêng,150.0,24.9,33,33
Hà Đông,Nhà riêng,50.0,9.45,4,4
Tây Hồ,Căn hộ chung cư,92.0,4.2,3,2
Đống Đa,Nhà riêng,36.0,10.2,4,3
Ba Đình,Nhà riêng,102.0,17.5,3,5
Đống Đa,Nhà riêng,60.0,12.8,15,15
Hai Bà Trưng,Nhà mặt phố,34.0,25.0,5,6
Hoàng Mai,Căn hộ chung cư,74.0,3.7,2,2
Cầu Giấy,Nhà riêng,150.0,24.9,33,34
Cầu Giấy,Nhà riêng,33.0,5.6,4,4
Thanh Xuân,Căn hộ chung cư,50.0,1.19,2,1
Cầu Giấy,Nhà riêng,150.0,24.9,33,34
Hoàng Mai,Nhà riêng,110.0,20.5,36,36
Tây Hồ,Nhà riêng,32.0,6.7,3,4
Long Biên,Nhà riêng,55.0,9.5,4,4
Ba Đình,Nhà riêng,39.0,9.4,4,4
Thanh Xuân,Nhà mặt phố,58.0,11.0,4,4
Ba Đình,Căn hộ chung cư,75.0,3.9,2,1
Quốc Oai,Nhà riêng,55.0,1.9,3,2
Hoài Đức,Căn hộ chung cư,138.0,5.9,3,3
Đống Đa,Nhà riêng,25.0,4.2,3,3
Thanh Xuân,Nhà mặt phố,116.0,30.0,6,6
Hai Bà Trưng,Căn hộ chung cư,93.0,4.8,3,2
Hà Đông,Nhà riêng,50.0,10.5,5,5
Đống Đa,Nhà riêng,85.0,35.0,7,8
Nam Từ Liêm,Căn hộ chung cư,73.0,3.8,2,2
Hoài Đức,Căn hộ chung cư,142.0,6.39,4,3
Gia Lâm,Căn hộ chung cư,59.0,2.3,2,1
Ba Đình,Nhà riêng,65.0,10.9,3,3
Thanh Xuân,Căn hộ chung cư,142.0,7.9,3,2
Nam Từ Liêm,Căn hộ chung cư,76.0,4.3,2,2
Hai Bà Trưng,Căn hộ chung cư,76.0,3.59,2,2
Nam Từ Liêm,Căn hộ chung cư,96.0,7.0,3,2
Hoài Đức,Căn hộ chung cư,138.0,5.66,3,3
Nam Từ Liêm,Nhà mặt phố,44.0,12.8,3,3
Tây Hồ,Nhà mặt phố,60.0,30.5,12,13
Long Biên,Nhà riêng,38.0,3.2,2,2
Hai Bà Trưng,Căn hộ chung cư,66.0,3.6,2,2
Ba Đình,Nhà mặt phố,81.0,26.0,4,4
Thanh Xuân,Nhà mặt phố,90.0,41.5,9,9
Cầu Giấy,Căn hộ chung cư,64.0,3.6,2,2
Hà Đông,Nhà riêng,40.0,4.7,3,4
Thanh Xuân,Nhà riêng,83.0,12.0,6,5
Tây Hồ,Nhà riêng,50.0,13.0,5,7
Ba Đình,Căn hộ chung cư,130.0,10.5,3,3
Quốc Oai,Nhà riêng,45.0,2.05,3,3
Cầu Giấy,Nhà riêng,71.0,12.0,5,5
Quốc Oai,Nhà riêng,42.0,2.35,4,3
Hà Đông,Căn hộ chung cư,120.0,5.2,3,2
Thanh Xuân,Nhà riêng,180.0,26.5,4,4
Hoàng Mai,Căn hộ chung cư,56.0,1.47,1,1
Đống Đa,Nhà riêng,44.0,15.4,4,3
Thanh Xuân,Nhà riêng,44.0,7.3,3,4
Long Biên,Nhà riêng,85.0,9.8,5,5
